,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
384,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,MF,fr Paris S-G,17,2002,2,75,38,7.6,0.8,1,74,0,1,1,2,3.00,4,0,+4,+4.80,+3.32,2.7,0.2,+2.5,+2.99,+1.94,Matches
385,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,it Napoli,28,1991,7,630,90,87.5,7.0,7,90,7,0,,0,1.71,12,7,+5,+0.71,+0.71,12.3,8.6,+3.7,+0.53,+0.85,Matches
386,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,eng Chelsea,25,1994,8,610,76,84.7,6.8,7,87,4,1,4,0,1.38,10,15,-5,-0.74,-1.56,12.6,11.0,+1.5,+0.23,-1.75,Matches
387,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,MF,ua Shakhtar,23,1996,5,337,67,62.4,3.7,4,83,2,1,7,1,1.20,6,6,0,0.00,+2.22,4.7,6.9,-2.2,-0.57,+1.04,Matches
388,Přemysl Kovář\Premysl-Kovar,cz CZE,GK,cz Slavia Prague,33,1985,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
389,Matías Kranevitter\Matias-Kranevitter,ar ARG,MF,ru Zenit,26,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
390,Tom Krauß\Tom-Krauss,de GER,MF,de RB Leipzig,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
391,Toni Kroos\Toni-Kroos,de GER,MF,es Real Madrid,29,1990,6,540,90,75.0,6.0,6,90,6,0,,1,1.33,12,9,+3,+0.50,0.00,13.3,8.6,+4.7,+0.79,+1.32,Matches
392,Grzegorz Krychowiak\Grzegorz-Krychowiak,pl POL,MF,ru Loko Moscow,29,1990,6,532,89,98.5,5.9,6,89,5,0,,0,0.50,4,11,-7,-1.18,-1.18,5.6,12.3,-6.8,-1.15,+1.42,Matches
393,Serhiy Kryvtsov\Serhiy-Kryvtsov,ua UKR,DF,ua Shakhtar,28,1991,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,8,13,-5,-0.83,,6.7,12.5,-5.8,-0.97,,Matches
394,Ondřej Kúdela\Ondrej-Kudela,cz CZE,DF,cz Slavia Prague,32,1987,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,4,10,-6,-1.00,,7.7,11.4,-3.7,-0.62,,Matches
395,Daniil Kulikov\Daniil-Kulikov,ru RUS,MF,ru Loko Moscow,21,1998,1,26,26,4.8,0.3,0,,0,1,26,2,0.00,0,0,0,0.00,+1.23,0.3,0.2,+0.1,+0.36,+1.60,Matches
396,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,fr Paris S-G,26,1992,4,203,51,20.5,2.3,2,90,2,2,12,4,1.50,6,2,+4,+1.77,+0.06,5.6,1.5,+4.1,+1.81,+0.77,Matches
397,Daler Kuzyaev\Daler-Kuzyaev,ru RUS,MF,ru Zenit,26,1993,4,138,35,25.6,1.5,1,89,0,3,16,0,1.00,2,0,+2,+1.30,+2.20,1.3,1.6,-0.4,-0.24,+0.15,Matches
398,Solomon Kvirkvelia\Solomon-Kvirkvelia,ge GEO,DF,ru Loko Moscow,27,1992,1,90,90,16.7,1.0,1,90,1,0,,3,0.00,0,2,-2,-2.00,-1.00,0.0,2.7,-2.6,-2.64,-1.77,Matches
399,Adrián de la Fuente\Adrian-de-la-Fuente,es ESP,DF,es Real Madrid,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
400,Rajiv van La Parra\Rajiv-van-La-Parra,nl NED,FW,rs Red Star,28,1991,5,354,71,65.6,3.9,4,80,2,1,33,1,0.60,0,14,-14,-3.56,-2.11,2.0,10.4,-8.4,-2.14,+0.25,Matches
401,Zakaria Labyad\Zakaria-Labyad,ma MAR,FW,nl Ajax,26,1993,1,44,44,8.1,0.5,1,44,0,0,,0,3.00,1,0,+1,+2.05,+1.14,0.6,0.6,0.0,-0.05,+0.75,Matches
402,Konrad Laimer\Konrad-Laimer,at AUT,MFDF,de RB Leipzig,22,1997,10,713,71,79.2,7.9,9,77,4,1,16,0,2.00,11,10,+1,+0.13,-1.32,12.4,7.9,+4.5,+0.57,+0.38,Matches
403,Adam Lallana\Adam-Lallana,eng ENG,FWMF,eng Liverpool,31,1988,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
404,Érik Lamela\Erik-Lamela,ar ARG,MFFW,eng Tottenham,27,1992,5,232,46,32.2,2.6,2,90,2,3,17,0,0.80,5,6,-1,-0.39,-0.57,3.8,2.2,+1.5,+0.60,+0.62,Matches
405,Noa Lang\Noa-Lang,nl NED,FW,nl Ajax,20,1999,3,129,43,23.9,1.4,1,69,0,2,30,0,2.00,1,1,0,0.00,-1.31,1.9,2.3,-0.3,-0.22,+0.69,Matches
406,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,eng Manchester City,25,1994,3,212,71,26.2,2.4,3,71,2,0,,0,2.00,3,4,-1,-0.42,-2.38,5.1,1.8,+3.3,+1.41,-0.46,Matches
407,Henry Lawrence\Henry-Lawrence,eng ENG,MF,eng Chelsea,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
408,Valentino Lazaro\Valentino-Lazaro,at AUT,DF,it Inter,23,1996,4,104,26,19.3,1.2,0,,0,4,26,1,1.00,3,3,0,0.00,-0.21,2.3,2.0,+0.2,+0.18,+0.18,Matches
409,Thomas Lemar\Thomas-Lemar,fr FRA,MF,es Atlético Madrid,23,1995,7,231,33,27.5,2.6,2,52,0,5,25,2,1.86,3,2,+1,+0.39,-0.05,3.9,1.3,+2.7,+1.04,+0.57,Matches
410,Mario Lemina\Mario-Lemina,ga GAB,MF,tr Galatasaray,25,1993,4,329,82,60.9,3.7,4,82,3,0,,0,0.50,1,12,-11,-3.01,-2.16,1.6,10.3,-8.7,-2.39,-0.61,Matches
411,Clément Lenglet\Clement-Lenglet,fr FRA,DF,es Barcelona,24,1995,9,721,80,89.0,8.0,8,90,8,1,1,0,2.00,14,13,+1,+0.12,+0.12,12.2,13.8,-1.6,-0.20,-0.52,Matches
412,Marin Leovac\Marin-Leovac,hr CRO,DF,hr Dinamo Zagreb,30,1988,5,450,90,83.3,5.0,5,90,5,0,,0,1.73,9,9,0,0.00,+3.00,5.7,11.5,-5.8,-1.15,+0.99,Matches
413,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,de Bayern Munich,30,1988,10,886,89,89.5,9.8,10,89,9,0,,1,3.00,39,7,+32,+3.25,+0.65,28.5,9.7,+18.7,+1.90,-0.86,Matches
414,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,it Juventus,19,1999,6,540,90,75.0,6.0,6,90,6,0,,0,2.17,10,5,+5,+0.83,-0.67,8.1,5.9,+2.2,+0.37,+0.02,Matches
415,Dominik Livaković\Dominik-Livakovic,hr CRO,GK,hr Dinamo Zagreb,24,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.58,10,13,-3,-0.50,,6.0,13.9,-7.9,-1.32,,Matches
416,Fernando Llorente\Fernando-Llorente,es ESP,FW,it Napoli,34,1985,6,92,15,12.8,1.0,0,,0,6,15,1,2.00,2,0,+2,+1.96,+1.53,1.5,0.7,+0.8,+0.77,+0.39,Matches
417,Marcos Llorente\Marcos-Llorente,es ESP,MFFW,es Atlético Madrid,24,1995,4,210,53,25.0,2.3,1,90,1,3,40,4,2.25,4,3,+1,+0.43,0.00,1.9,3.0,-1.1,-0.46,-1.45,Matches
418,Hugo Lloris\Hugo-Lloris,fr FRA,GK,eng Tottenham,32,1986,4,360,90,50.0,4.0,4,90,4,0,,0,0.25,4,13,-9,-2.25,-4.50,5.1,6.0,-0.8,-0.21,-0.77,Matches
419,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,eng Tottenham,23,1996,5,330,66,45.8,3.7,4,80,1,1,12,1,1.20,5,6,-1,-0.27,-0.50,4.4,6.0,-1.6,-0.44,-1.14,Matches
420,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,it Napoli,24,1994,1,45,45,6.3,0.5,0,,0,1,45,0,0.00,0,0,0,0.00,-0.67,0.9,0.0,+0.9,+1.85,+1.52,Matches
421,Renan Lodi\Renan-Lodi,br BRA,DF,es Atlético Madrid,21,1998,9,759,84,90.4,8.4,9,84,6,0,,0,1.78,11,8,+3,+0.36,-0.76,10.7,6.8,+3.9,+0.46,-1.68,Matches
422,Niklas Lomb\Niklas-Lomb,de GER,GK,de Leverkusen,26,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
423,Andy Lonergan\Andy-Lonergan,ie IRL,GK,eng Liverpool,35,1983,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
424,Ademola Lookman\Ademola-Lookman,eng ENG,FW,de RB Leipzig,21,1997,1,68,68,7.6,0.8,1,68,0,0,,7,3.00,2,1,+1,+1.32,+1.00,0.8,0.5,+0.3,+0.40,-0.10,Matches
425,Anthony Lopes\Anthony-Lopes,pt POR,GK,fr Lyon,28,1990,10,900,90,100.0,10.0,10,90,10,0,,0,1.40,14,14,0,0.00,,10.5,16.5,-5.9,-0.59,,Matches
426,Maximiliano Lovera\Maximiliano-Lovera,ar ARG,FWMF,gr Olympiacos,20,1999,3,102,34,18.9,1.1,1,60,0,2,21,0,1.00,3,1,+2,+1.76,+3.41,1.6,0.9,+0.6,+0.56,+1.33,Matches
427,Dejan Lovren\Dejan-Lovren,hr CRO,DF,eng Liverpool,30,1989,3,232,77,30.9,2.6,3,77,2,0,,3,2.33,5,2,+3,+1.16,+1.16,4.4,2.0,+2.5,+0.95,+0.24,Matches
428,Hirving Lozano\Hirving-Lozano,mx MEX,FWMF,it Napoli,24,1995,7,412,59,57.2,4.6,5,76,1,2,17,0,1.71,4,3,+1,+0.22,-0.95,6.2,5.2,+0.9,+0.20,-0.53,Matches
429,Caio Lucas Fernandes\Caio-Lucas-Fernandes,br BRA,MF,pt Benfica,25,1994,3,34,11,6.3,0.4,0,,0,3,11,1,1.33,1,3,-2,-5.29,-5.47,0.5,1.1,-0.7,-1.75,-1.64,Matches
430,Jean Lucas\Jean-Lucas,br BRA,MF,fr Lyon,21,1998,1,4,4,0.4,0.0,0,,0,1,4,6,3.00,0,0,0,0.00,0.00,0.3,0.0,+0.3,+7.64,+8.27,Matches
431,Jhon Lucumí\Jhon-Lucumi,co COL,DF,be Genk,21,1998,6,540,90,100.0,6.0,6,90,6,0,,0,0.17,5,20,-15,-2.50,,6.4,15.1,-8.7,-1.46,,Matches
432,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,es Valencia,24,1995,6,540,90,75.0,6.0,6,90,6,0,,1,1.67,12,11,+1,+0.17,+1.67,10.3,10.9,-0.6,-0.09,+0.33,Matches
433,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,it Atalanta,29,1990,7,571,82,70.5,6.3,6,90,6,1,31,1,1.86,15,9,+6,+0.95,+3.58,12.4,10.0,+2.4,+0.38,+1.24,Matches
434,Florentino Luís\Florentino-Luis,pt POR,MF,pt Benfica,19,1999,2,180,90,33.3,2.0,2,90,2,0,,1,1.50,3,4,-1,-0.50,-0.50,1.8,1.9,0.0,-0.02,+0.29,Matches
435,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,it Inter,26,1993,5,403,81,74.6,4.5,5,81,3,0,,0,1.40,8,6,+2,+0.45,+1.10,6.0,6.2,-0.2,-0.05,-0.33,Matches
436,Lars Lukas Mai\Lars-Lukas-Mai,de GER,DF,de Bayern Munich,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
437,Andrey Lunyov\Andrey-Lunyov,ru RUS,GK,ru Zenit,27,1991,2,180,90,33.3,2.0,2,90,2,0,,1,2.00,4,2,+2,+1.00,+2.00,3.6,2.1,+1.5,+0.74,+1.63,Matches
438,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,it Napoli,22,1996,2,135,68,18.8,1.5,1,90,1,1,45,5,2.00,3,2,+1,+0.67,+0.05,1.3,2.1,-0.8,-0.53,-1.18,Matches
439,Christian Luyindama\Christian-Luyindama,cd COD,DF,tr Galatasaray,25,1994,4,360,90,66.7,4.0,4,90,4,0,,0,0.25,0,8,-8,-2.00,+0.50,2.1,10.6,-8.5,-2.12,+0.08,Matches
440,Ian Maatsen\Ian-Maatsen,nl NED,DF,eng Chelsea,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
441,Stanislav Magkeev\Stanislav-Magkeev,ru RUS,DF,ru Loko Moscow,20,1999,1,22,22,4.1,0.2,0,,0,1,22,3,0.00,0,0,0,0.00,+1.22,0.0,0.4,-0.4,-1.52,-0.37,Matches
442,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,eng Manchester City,28,1991,7,572,82,70.6,6.4,6,90,5,1,35,2,2.29,18,6,+12,+1.89,+1.89,18.4,5.4,+13.0,+2.04,+1.02,Matches
443,Thiago Maia\Thiago-Maia,br BRA,FW,fr Lille,22,1997,1,65,65,12.0,0.7,1,65,0,0,,0,0.00,0,2,-2,-2.77,-1.25,0.0,2.0,-2.0,-2.77,-2.71,Matches
444,Mike Maignan\Mike-Maignan,fr FRA,GK,fr Lille,23,1995,6,521,87,96.5,5.8,6,87,5,0,,0,0.17,3,14,-11,-1.90,-6.64,6.8,8.8,-2.1,-0.35,+0.69,Matches
445,Lovro Majer\Lovro-Majer,hr CRO,MF,hr Dinamo Zagreb,21,1998,1,10,10,1.9,0.1,0,,0,1,10,0,1.75,0,1,-1,-9.00,-8.66,0.1,0.9,-0.8,-7.47,-6.27,Matches
446,Róbert Mak\Robert-Mak,sk SVK,MF,ru Zenit,28,1991,2,10,5,1.9,0.1,0,,0,2,5,3,0.00,0,0,0,0.00,+0.34,0.2,0.8,-0.6,-5.80,-5.56,Matches
447,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,it Napoli,27,1991,3,270,90,37.5,3.0,3,90,3,0,,2,1.00,3,3,0,0.00,-1.00,3.6,3.4,+0.1,+0.05,-0.61,Matches
448,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,it Napoli,28,1991,2,148,74,20.6,1.6,1,90,1,1,58,0,2.00,3,2,+1,+0.61,-0.02,1.3,2.5,-1.2,-0.71,-1.43,Matches
449,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,it Atalanta,26,1993,9,262,29,32.3,2.9,1,90,1,8,22,0,1.44,5,9,-4,-1.37,-1.87,6.3,7.2,-0.8,-0.28,-0.44,Matches
450,Emanuel Mammana\Emanuel-Mammana,ar ARG,DF,ru Zenit,23,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
451,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,fr Lille,25,1994,2,180,90,33.3,2.0,2,90,2,0,,1,0.00,1,4,-3,-1.50,+0.25,2.2,2.7,-0.4,-0.22,+0.23,Matches
452,Sadio Mané\Sadio-Mane,sn SEN,FW,eng Liverpool,27,1992,8,631,79,84.1,7.0,7,88,6,1,16,0,1.63,13,11,+2,+0.29,-0.47,12.4,7.6,+4.9,+0.69,-0.58,Matches
453,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,es Valencia,28,1991,2,91,46,12.6,1.0,1,90,1,1,1,2,1.50,1,4,-3,-2.97,-3.11,2.0,1.4,+0.6,+0.64,+0.94,Matches
454,Kostas Manolas\Kostas-Manolas,gr GRE,DF,it Napoli,28,1991,6,540,90,75.0,6.0,6,90,6,0,,1,1.50,9,5,+4,+0.67,+0.17,9.9,6.3,+3.6,+0.60,+0.70,Matches
455,Fernando Marçal\Fernando-Marcal,br BRA,DF,fr Lyon,30,1989,7,507,72,56.3,5.6,6,82,4,1,18,0,1.43,8,6,+2,+0.36,+0.81,6.5,10.6,-4.1,-0.72,-0.29,Matches
456,Marcão\Marcao,br BRA,DF,tr Galatasaray,23,1996,6,540,90,100.0,6.0,6,90,6,0,,0,0.33,1,14,-13,-2.17,,3.0,15.9,-12.9,-2.15,,Matches
457,Marcelo\Marcelo,br BRA,DF,es Real Madrid,31,1988,4,266,67,36.9,3.0,3,74,2,1,45,2,2.00,8,2,+6,+2.03,+2.43,8.2,3.6,+4.6,+1.57,+1.76,Matches
458,Marcelo\Marcelo,br BRA,DF,fr Lyon,32,1987,10,725,73,80.6,8.1,8,90,8,2,3,0,1.40,9,11,-2,-0.25,-1.28,8.9,12.3,-3.5,-0.43,+0.85,Matches
459,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,es Atlético Madrid,24,1995,5,299,60,35.6,3.3,4,71,3,1,15,2,2.00,6,4,+2,+0.60,+0.27,6.1,2.4,+3.7,+1.11,+0.76,Matches
460,Mariano\Mariano,br BRA,DF,tr Galatasaray,33,1986,6,539,90,99.8,6.0,6,90,5,0,,0,0.33,1,14,-13,-2.17,-2.17,2.9,15.9,-12.9,-2.16,-6.04,Matches
461,Marko Marin\Marko-Marin,de GER,MF,rs Red Star,30,1989,6,540,90,100.0,6.0,6,90,6,0,,0,1.14,3,20,-17,-2.83,,4.0,17.4,-13.3,-2.22,,Matches
462,Răzvan Marin\Razvan-Marin,ro ROU,MF,nl Ajax,23,1996,0,,,,,0,,0,0,,6,2.00,,,,,,,,,,,Matches
463,Guilherme Marinato\Guilherme-Marinato,ru RUS,GK,ru Loko Moscow,33,1985,5,450,90,83.3,5.0,5,90,5,0,,0,0.60,4,9,-5,-1.00,+1.00,5.5,9.9,-4.4,-0.87,+1.77,Matches
464,João Mário\Joao-Mario,pt POR,MF,ru Loko Moscow,26,1993,4,353,88,65.4,3.9,4,88,2,0,,0,0.75,4,6,-2,-0.51,+1.90,4.2,8.7,-4.5,-1.14,+0.07,Matches
465,Jakub Markovič\Jakub-Markovic,cz CZE,GK,cz Slavia Prague,18,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
466,Marlos\Marlos,ua UKR,FWMF,ua Shakhtar,31,1988,5,368,74,68.1,4.1,4,84,1,1,32,0,1.00,4,10,-6,-1.47,-1.99,4.8,10.0,-5.2,-1.27,-0.97,Matches
467,Marquinhos\Marquinhos,br BRA,MFDF,fr Paris S-G,25,1994,11,969,88,97.9,10.8,11,88,10,0,,0,2.27,24,6,+18,+1.67,-2.61,23.2,10.4,+12.8,+1.19,-0.41,Matches
468,Javi Martínez\Javi-Martinez,es ESP,DFMF,de Bayern Munich,30,1988,7,343,49,34.6,3.8,4,72,1,3,18,3,3.00,17,2,+15,+3.94,+1.15,12.4,1.0,+11.5,+3.01,+1.56,Matches
469,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,it Inter,21,1997,6,520,87,96.3,5.8,6,87,4,0,,0,1.17,9,9,0,0.00,-4.50,8.2,8.1,+0.1,+0.02,-0.53,Matches
470,Lisandro Martínez\Lisandro-Martinez,ar ARG,MFDF,nl Ajax,21,1998,6,537,90,99.4,6.0,6,90,5,0,,0,1.80,12,6,+6,+1.01,+1.01,6.7,11.0,-4.2,-0.71,+5.70,Matches
471,Andrea Masiello\Andrea-Masiello,it ITA,DF,it Atalanta,33,1986,4,217,54,26.8,2.4,4,54,0,0,,2,0.75,2,6,-4,-1.66,-2.11,3.7,4.7,-0.9,-0.38,-0.54,Matches
472,Lukáš Masopust\Lukas-Masopust,cz CZE,FW,cz Slavia Prague,26,1993,6,470,78,87.0,5.2,6,78,1,0,,0,1.00,4,8,-4,-0.77,+1.81,6.4,10.2,-3.8,-0.73,-0.83,Matches
473,Giorgos Masouras\Giorgos-Masouras,gr GRE,FWMF,gr Olympiacos,25,1994,6,423,71,78.3,4.7,5,79,1,1,30,0,1.67,7,12,-5,-1.06,-0.29,5.9,8.8,-2.9,-0.61,-0.41,Matches
474,Clinton Mata\Clinton-Mata,ao ANG,DF,be Club Brugge,26,1992,4,359,90,66.5,4.0,4,90,3,0,,0,1.63,2,8,-6,-1.50,-0.51,4.7,6.3,-1.6,-0.39,-0.45,Matches
475,Joël Matip\Joel-Matip,cm CMR,DF,eng Liverpool,27,1991,1,90,90,12.0,1.0,1,90,1,0,,2,0.00,0,2,-2,-2.00,-2.68,0.7,1.7,-1.0,-1.03,-2.06,Matches
476,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,it Juventus,32,1987,5,340,68,47.2,3.8,4,84,3,1,6,3,2.60,7,3,+4,+1.06,+0.11,4.8,4.1,+0.7,+0.18,-0.34,Matches
477,Mykola Matviyenko\Mykola-Matviyenko,ua UKR,DF,ua Shakhtar,23,1996,6,535,89,99.1,5.9,6,89,5,0,,0,1.00,6,12,-6,-1.01,-19.01,5.6,11.8,-6.2,-1.04,-8.08,Matches
478,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FW,fr Paris S-G,30,1989,6,130,22,13.1,1.4,1,51,0,5,16,1,2.50,4,0,+4,+2.77,+1.20,4.1,0.5,+3.6,+2.50,+1.50,Matches
479,Noussair Mazraoui\Noussair-Mazraoui,ma MAR,DFMF,nl Ajax,21,1997,3,225,75,41.7,2.5,3,75,2,0,,1,1.50,5,5,0,0.00,-1.71,2.4,5.1,-2.6,-1.06,-0.53,Matches
480,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,fr Paris S-G,20,1998,10,654,65,66.1,7.3,6,88,4,4,32,0,2.20,18,5,+13,+1.79,+0.18,18.0,8.3,+9.7,+1.33,+0.38,Matches
481,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,fr Paris S-G,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
482,Brandon Mechele\Brandon-Mechele,be BEL,DF,be Club Brugge,26,1993,5,450,90,83.3,5.0,5,90,5,0,,1,0.50,4,12,-8,-1.60,-1.60,6.3,8.4,-2.1,-0.42,-1.05,Matches
483,Nikita Medvedev\Nikita-Medvedev,ru RUS,GK,ru Loko Moscow,24,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
484,Arthur Melo\Arthur-Melo,br BRA,MF,es Barcelona,22,1996,4,298,75,36.8,3.3,3,88,2,1,35,1,2.00,5,2,+3,+0.91,+1.26,5.0,5.2,-0.2,-0.05,+0.14,Matches
485,Thiago Mendes\Thiago-Mendes,br BRA,MF,fr Lyon,27,1992,8,462,58,51.3,5.1,4,90,4,4,26,1,1.38,11,6,+5,+0.97,+2.00,6.8,9.8,-3.0,-0.59,+0.02,Matches
486,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,eng Manchester City,25,1994,6,438,73,54.1,4.9,5,86,4,1,8,2,2.67,14,4,+10,+2.05,+1.57,13.1,3.3,+9.8,+2.01,+0.58,Matches
487,Ferland Mendy\Ferland-Mendy,fr FRA,DF,es Real Madrid,24,1995,5,409,82,56.8,4.5,4,90,4,1,49,2,1.20,8,8,0,0.00,-1.16,6.5,7.2,-0.7,-0.16,-1.44,Matches
488,Alex Meret\Alex-Meret,it ITA,GK,it Napoli,22,1997,6,540,90,75.0,6.0,6,90,6,0,,2,2.00,11,4,+7,+1.17,+2.17,10.3,7.4,+2.9,+0.49,+0.23,Matches
489,Yassine Meriah\Yassine-Meriah,tn TUN,DF,gr Olympiacos,26,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.73,8,14,-6,-1.00,,7.7,10.8,-3.1,-0.52,,Matches
490,Dries Mertens\Dries-Mertens,be BEL,FW,it Napoli,32,1987,8,583,73,81.0,6.5,7,79,3,1,33,0,1.63,13,7,+6,+0.93,+1.58,10.2,7.8,+2.4,+0.37,-0.30,Matches
491,Lionel Messi\Lionel-Messi,ar ARG,FW,es Barcelona,32,1987,8,662,83,81.7,7.4,7,90,7,1,32,0,1.88,13,13,0,0.00,-0.61,11.6,12.0,-0.4,-0.05,+0.48,Matches
492,Thomas Meunier\Thomas-Meunier,be BEL,DF,fr Paris S-G,27,1991,5,450,90,45.5,5.0,5,90,5,0,,0,2.00,12,4,+8,+1.60,-0.23,10.2,5.6,+4.6,+0.91,-0.53,Matches
493,Simon Mignolet\Simon-Mignolet,be BEL,GK,be Club Brugge,31,1988,6,540,90,100.0,6.0,6,90,6,0,,0,1.30,4,12,-8,-1.33,,7.5,9.0,-1.4,-0.24,,Matches
494,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,it Napoli,25,1994,5,215,43,29.9,2.4,2,74,0,3,22,2,1.20,4,1,+3,+1.26,+0.90,6.3,3.2,+3.1,+1.32,+1.27,Matches
495,Éder Militão\Eder-Militao,br BRA,DF,es Real Madrid,21,1998,3,270,90,37.5,3.0,3,90,3,0,,5,1.00,4,6,-2,-0.67,-1.87,2.6,4.7,-2.1,-0.68,-1.83,Matches
496,James Milner\James-Milner,eng ENG,MFDF,eng Liverpool,33,1986,8,417,52,55.6,4.6,4,81,2,4,24,0,1.63,9,6,+3,+0.65,+0.65,8.2,2.8,+5.5,+1.18,+0.90,Matches
497,Nemanja Milunović\Nemanja-Milunovic,rs SRB,DF,rs Red Star,30,1989,6,540,90,100.0,6.0,6,90,6,0,,0,1.15,3,20,-17,-2.83,,4.0,17.4,-13.3,-2.22,,Matches
498,Takumi Minamino\Takumi-Minamino,jp JPN,MF,at RB Salzburg,24,1995,6,508,85,94.1,5.6,6,85,4,0,,0,1.17,16,13,+3,+0.53,+0.53,12.3,10.7,+1.5,+0.27,+2.01,Matches
499,Takumi Minamino\Takumi-Minamino,jp JPN,MF,eng Liverpool,24,1995,1,8,8,1.1,0.1,0,,0,1,8,1,0.00,0,1,-1,-11.25,-11.74,0.0,0.3,-0.2,-2.72,-3.54,Matches
500,Óscar Mingueza\Oscar-Mingueza,es ESP,DF,es Barcelona,20,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
501,Aleksei Miranchuk\Aleksei-Miranchuk,ru RUS,MFFW,ru Loko Moscow,23,1995,4,360,90,66.7,4.0,4,90,4,0,,0,0.00,2,8,-6,-1.50,-1.00,3.9,8.3,-4.4,-1.09,+0.22,Matches
502,Anton Miranchuk\Anton-Miranchuk,ru RUS,MF,ru Loko Moscow,23,1995,1,90,90,16.7,1.0,1,90,1,0,,1,0.00,0,2,-2,-2.00,-1.00,1.3,0.7,+0.6,+0.61,+2.14,Matches
503,Matej Mitrović\Matej-Mitrovic,hr CRO,DF,be Club Brugge,25,1993,1,90,90,16.7,1.0,1,90,1,0,,1,2.50,0,0,0,0.00,+1.60,1.3,0.6,+0.6,+0.64,+1.05,Matches
504,Luka Modrić\Luka-Modric,hr CRO,MF,es Real Madrid,33,1985,6,391,65,54.3,4.3,4,86,2,2,23,0,1.33,10,9,+1,+0.23,-0.59,7.6,8.8,-1.2,-0.28,-1.62,Matches
505,Guillem Molina\Guillem-Molina,es ESP,DF,es Valencia,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
506,Monchu\Monchu,es ESP,MF,es Barcelona,19,1999,1,7,7,0.9,0.1,0,,0,1,7,1,3.00,0,0,0,0.00,-0.11,0.0,0.3,-0.3,-3.89,-3.78,Matches
507,Emre Mor\Emre-Mor,tr TUR,FWMF,tr Galatasaray,22,1997,4,110,28,20.4,1.2,1,61,0,3,16,1,0.50,0,4,-4,-3.27,-1.39,0.5,2.3,-1.7,-1.43,+0.90,Matches
508,Júnior Moraes\Junior-Moraes,ua UKR,FW,ua Shakhtar,32,1987,6,525,88,97.2,5.8,6,88,4,0,,0,1.00,8,13,-5,-0.86,-0.86,6.7,12.5,-5.8,-0.99,-0.99,Matches
509,Álvaro Morata\Alvaro-Morata,es ESP,FW,es Atlético Madrid,26,1992,8,487,61,58.0,5.4,5,86,4,3,19,0,1.88,9,4,+5,+0.92,+1.18,9.3,2.7,+6.5,+1.21,+1.39,Matches
